Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Llandovery,Telychian,,Delorme,Road River,Avalanche Lake Section AV-1G,"Mackenzie Mountains, Northwestern Canada",438,433,Blom et al. 2002
Anaspids,Birkenia,sp.,Birkeniida,Birkeniidae,Silurian,Llandovery,Telychian,,,KipBurn,Ceratiocaris bed,"Shanks Castle, Logan Water, Lanarkshire",438,433,Blom et al. 2002
Anaspids,Birkenia,sp.,Birkeniida,Birkeniidae,Silurian,Llandovery,Telychian,,Washington Land,Hauge Bjerg,Kap Tyson E Outcrop,North Greenland,436,433,Blom et al. 2002
Anaspids,Birkenia,elegans?,Birkeniida,Birkeniidae,Silurian,Ludlow,Gorstian,,,Ust-Spokonaya,Assemblage 1 (Lower),"Ushnakov River, October Revolution Island, Severnaya Zemlya, Russia",426.5,425.5,"Marss, 2002"
Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Wenlock,Homerian,,Ringerike,Steinfjorden,Ranberget,Norway,429,427,Blom et al. 2002
Anaspids,Birkenia,elegans?,Birkeniida,Birkeniidae,Silurian,Wenlock,Homerian,,,Samoilovich Fm,,"Ushnakov River, October Revolution Island, Severnaya Zemlya, Russia",430.5,429,"Marss, 2002"
Anaspids,Birkenia,robusta,Birkeniida,Birkeniidae,Silurian,Wenlock,Homerian,,,Rootsikula,Viita Trench,"Saaremaa, Estonia",429,429,Blom et al. 2002
Anaspids,Birkenia,robusta,Birkeniida,Birkeniidae,Silurian,Wenlock,Homerian,,,Rootsikula,Vesiku Beds,"Saaremaa, Estonia",428,428,Blom et al. 2002
Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Wenlock,Sheinwoodian,,,Henshaw Formation,Lyne Water Fish beds,"Pentland Hills, Lanarkshire Scotland",433,430,Traquair 1898; Blom et al. 2002
Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Wenlock,Sheinwoodian,,,Cape Phillips,Cape Phillips section,Arctic Canada,434,433,Blom et al. 2002
Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Wenlock,Sheinwoodian,,,Cape Phillips,Baillie-Hamilton Section 1,Arctic Canada,433,432,Blom et al. 2002
Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Wenlock,Sheinwoodian,,Waterhead Group,Birkenhead Burn,,"Lesmahagow, Scotland",433,430,Traquair 1898; Blom et al. 2002
Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Wenlock,Sheinwoodian,,Waterhead Group,Slot Burn,,"Lesmahagow, Scotland",433,430,Blom et al. 2002
Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Wenlock,Sheinwoodian,,Glenbuck ,Smithy Burn,,"Hagshaw Hills, Scotland",433,430,Blom et al. 2002
Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Wenlock,Sheinwoodian,,Glenbuck ,Fish Bed Fm,,"Hagshaw Hills, Scotland",433,430,Blom et al. 2002
Anaspids,Birkenia,elegans,Birkeniida,Birkeniidae,Silurian,Wenlock,Sheinwoodian,,Bunnamohaun Siltstone,,,"Clew Bay, Co, Mayo Ireland",433,430,Blom et al. 2002
Anaspids,Birkenia,sp.,Birkeniida,Birkeniidae,Silurian,Wenlock,Sheinwoodian,,,Cape Phillips,Baillie-Hamilton Section 1,Arctic Canada,433,432,Blom et al. 2002
Anaspids,Cowielepis,ritchei,Birkeniida,Incertae,Silurian,Wenlock,Homerian,,,,Stonehaven Beds,"Cowie Harbour, Stonehaven, Scotland",427,427,Blom 2010; Blom et al. 2002
Anaspids,Ctenopleuron,nerepisense,Birkeniida,Incertae,Silurian,Llandovery,Telychian,Clinton,,Cunningham Creek Fm,,"Nerepis Hills, New Brunswick, Canada",432,432,Robertson 1941; Obruchev 1970; Burrow 2011
Anaspids,Endeiolepis,aneri,Not Anaspid? Endeiolepiformes,Endeiolepididae,Devonian,Upper,Frasnian,,,Escuminac,,Miguasha,380,376,Obruchev 1970; Cloutier et al. 1996
Anaspids,Euphanerops,longaervus,Not Anaspid?,Euphaneropidae,Devonian,Upper,Frasnian,BJ-BM spores,,Escuminac,,Miguasha,380,376,Obruchev 1970; Cloutier et al. 1996
Anaspids,Hoburgilepis,papillata,Birkeniida,Birkeniidae,Silurian,Ludlow,Ludfordian,,,Burgsvik Fm,Hoburgen 2,"Gotland, Sweden",423,423,Blom et al. 2002
Anaspids,Jamoytius,kerwoodi,Not Anaspid? Blom 2012,Jamoytiidae,Silurian,,Telychian,,,KipBurn,Ceratiocaris bed,"Shanks Castle, Logan Water, Lanarkshire",438,433,"Ritchie, 1984"
Anaspids,Kerreralepis,carinata,Birkeniida,Incertae,Devonian,Lower,Lockhovian,,Old Red Sandstone,Kerrera Sandstone,,"Ardmore, Kerrera Island, Inner Hebrides, Scotland",419,417,Blom 2012' Blom et al. 2002
Anaspids,Lasanius,problematicus,Not Anaspid? Lasaniida,Lasaniidae,Silurian,Wenlock,Sheinwoodian,Lower Ludlow,,Henshaw Formation,Lyne Water Fish beds,"Pentland Hills, Lanarkshire Scotland",433,430,Traquair 1898; Blom et al. 2002
Anaspids,Legendrelepis,parenti,Not Anaspid?,Euphaneropidae,Devonian,Upper,Frasnian,BJ-Bm spores/ovalis-bifuratus conodonts,,Escuminac,,Miguasha,380,376,Janvier 1996; Cloutier et al. 1996
Anaspids,Liivilepis,curvata,Birkeniida,Septentrioniidae,Silurian,Ludlow,Ludfordian,Upper Paadla,,,Tabuska Beds,central Urals,425,424,"Vergoossen, 2004"
Anaspids,Liivilepis,curvata,Birkeniida,Septentrioniidae,Silurian,Ludlow,Ludfordian,,,Burgsvik Fm,Hoburgen 3,"Gotland, Sweden",423,423,Blom et al. 2002
Anaspids,Liivilepis,curvata,Birkeniida,Septentrioniidae,Silurian,Ludlow,Ludfordian,,,Kuressaare Fm,Tahula beds,"Saaremaa Island, Estonia",424,424,Blom et al. 2002
Anaspids,Liivilepis,curvata,Birkeniida,Septentrioniidae,Silurian,Pridoli,Pridoli,T. sculptilis zone,,Oved Sandstone,Ramsaasaa Site E,"Skane, Sweden",424,423,"Vergoossen, 2004"
Anaspids,Liivilepis,curvata,Birkeniida,Septentrioniidae,Silurian,Pridoli,Pridoli,,,Ohesaare Fm,,"Ruhnu Island, Estonia",421,420,Blom et al. 2002
Anaspids,Manbrookia,asperella,Birkeniida,Septentrioniidae,Silurian,Pridoli,Pridoli,,,,Man Brook 7,"Man Brook, Trimpley Worchestershire, UK",419,419,Blom et al. 2002
Anaspids,Maurylepis,lacrimens,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Cape Phillips,Baillie-Hamilton section 1,Arctic Canada,433,432,Blom et al. 2002
Anaspids,Pharyngolepis,oblonga,Birkeniida,Pharyngolepididae,Silurian,Ludlow,Gorstian,,Ringerike,Sundvollen Fm,Rudstangen,"Oslo, Norway",427,425,Blom et al. 2002
Anaspids,Pharyngolepis,heintzi,Birkeniida,Pharyngolepididae,Silurian,Ludlow,Gorstian,,Ringerike,Sundvollen Fm,Rudstangen,"Oslo, Norway",427,425,Blom et al. 2002
Anaspids,Pharyngolepis,sp.,Birkeniida,Pharyngolepididae,Silurian,Ludlow,Ludfordian,,,Paadla Fm,Himmiste Beds,East Baltic,425,424,Blom et al. 2002
Anaspids,Pharyngolepis,sp.,Birkeniida,Pharyngolepididae,Silurian,Ludlow,Ludfordian,,Hemse,Petes Fm,,"Gotland, Sweden",425,425,Blom et al. 2002; Bremer and Blom 2015
Anaspids,Pterygolepis,nitida,Birkeniida,Pterygolepididae,Silurian,Ludlow,Gorstian,,,Sundvollen Fm,Rudstangen,"Oslo, Norway",427,425,Blom et al. 2002; Davies et al. 2005
Anaspids,Pterygolepis,nitida,Birkeniida,Pterygolepididae,Silurian,Ludlow,Gorstian,,,Ust-Spokonaya,Assemblage 1 (Lower),"October Revolution Island and Pioneer Island, Severnaya Zemlya, Russia",426,425,Blom et al. 2002
Anaspids,Pterygolepis,nitida,Birkeniida,Pterygolepididae,Silurian,Wenlock,Homerian,,Ringerike,Steinfjorden Fm,Ranberget,"Ringerike, Norway",429,427,Blom et al. 2002
Anaspids,Pterygolepis,nitida,Birkeniida,Pterygolepididae,Silurian,Wenlock,Homerian,,,Halla,Mulde,"Gothemshammar, Gotland, Sweden",429,429,Blom et al. 2002; Bremer and Blom 2015
Anaspids,Pterygolepis,nitida,Birkeniida,Pterygolepididae,Silurian,Wenlock,Homerian,,,Rootsikula Fm,Viita Trench,"Saaremaa, Estonia",429,429,Blom et al. 2002
Anaspids,Pterygolepis,nitida,Birkeniida,Pterygolepididae,Silurian,Wenlock,Homerian,,,Samoilovich Fm,,"Ushakov River, October Revolution Island and Spokoinaya River, Pioneer Island, Severnaya Zemlya, Russia",430.5,429,Blom et al. 2002
Anaspids,Pterygolepis,nitida,Birkeniida,Pterygolepididae,Silurian,Wenlock,Sheinwoodian,,,Jaargarahu Fm,Maasi Beds,"Saaremaa, Estonia",431,431,Blom et al. 2002
Anaspids,Pterygolepis,nitida,Birkeniida,Pterygolepididae,Silurian,Wenlock,Sheinwoodian,,,,Slite Marlstone,"Gotland, Sweden",430,430,Blom et al. 2002
Anaspids,Ramsaalepis,porosa,Birkeniida,Ramssalepididae; Septrioniida+ Tahulalepis relatives,Silurian,Pridoli,Pridoli,,,Oved Sandstone,Ramsaasa site E,"Ramsaasa, Skane, Sweden",424,423,Blom et al. 2003
Anaspids,Rhyncholepis,parvula,Birkeniida,Rhyncholepidae,Silurian,Ludlow,Gorstian,,Ringerike,Sundvollen Fm,Rudstangen,"Oslo, Norway",427,425,Blom et al. 2002; Davies et al. 2005
Anaspids,Rhyncholepis,parvula,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Gorstian,,,Ust-Spokonaya,Assemblage 1 (Lower),"Ushakov River, October Revolution Island and Pioneer Island, Severnaya Zemlya, Russia",426.5,425.5,Blom et al. 2002
Anaspids,Rhyncholepis,butriangula,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Gorstian,,,Paadla Fm,Sauvere Beds,East Baltic,427,427,Blom et al. 2002
Anaspids,Rhyncholepis,parvula,Birkeniida,Rhyncholepidae,Silurian,Wenlock,Homerian,,Ringerike,Steinfjorden Fm,Ranberget,"Oslo, Norway",429,427,Blom et al. 2002
Anaspids,Rhyncholepis,parvula,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Halla,Mulde Unit C,"Gothemshammar, Gotland, Sweden",429,429,Blom et al. 2002; Bremer and Blom 2015
Anaspids,Rhyncholepis,parvula,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Rootsikula Fm,Viita Trench,"Saaremaa, Estonia",429,429,Blom et al. 2002
Anaspids,Rhyncholepis,parvula,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Rootsikula Fm,Vesiku Beds,"Vesiku Brook, Saaremaa, Estonia",428,428,Blom et al. 2002
Anaspids,Rhyncholepis,parvula,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Samoilovich Fm,,"October Revolution Island and Pioneer Island, Severnaya Zemlya, Russia",430.5,429,Blom et al. 2002
Anaspids,Rhyncholepis,butriangula,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Halla,Mulde unit C,"Gothermshammar, Gotland, Sweden",429,429,Blom et al. 2002; Bremer and Blom 2015
Anaspids,Rhyncholepis,butriangula,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Rootsikula Fm,Viita Trench,"Saaremaa, Estonia",429,429,Blom et al. 2002
Anaspids,Rhyncholepis,butriangula,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Rootsikula Fm,Vesiku Beds,"Saaremaa, Estonia",428,428,Blom et al. 2002
Anaspids,Rhyncholepis,parvula,Birkeniida,Rhyncholepidae,Silurian,Wenlock,Sheinwoodian,,,Jaargarahu Fm,Maasi Beds,"Saaremaa, Estonia",431,431,Blom et al. 2002
Anaspids,Ruhnulepis,longicostata,Birkeniida,Indet,Silurian,Pridoli,Pridoli,,,Ohesaare Fm,,"Ruhnu Island, Estonia",421,420,Blom et al. 2002
Anaspids,Rytidolepis,quenstedti,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Gorstian,,,Ust-Spokonaya,Assemblage 1 (Lower),"October Revolution Island and Pioneer Island, Severnaya Zemlya, Russia",426,425,Blom et al. 2002
Anaspids,Rytidolepis,quenstedti,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Ludfordian,,,Paadla Fm,Himmiste Beds,"Saaremaa, Estonia",425,424,Blom et al. 2002
Anaspids,Rytidolepis,quenstedti,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Rootsikula Fm,Vesiku Beds,"Saaremaa, Estonia",428,428,Blom et al. 2002
Anaspids,Rytidolepis,quenstedti,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Halla,Mulde,Gotland Sweden,429,429,Blom et al. 2002
Anaspids,Rytidolepis,quenstedti,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Samoilovich Fm,,"October Revolution Island and Pioneer Island, Severnaya Zemlya, Russia",430.5,429,Blom et al. 2002
Anaspids,"Saarolepis/""Rhyncholepis""",oselensis,Birkeniida,Incertae,Silurian,Ludlow,Gortian,,,Paadla,K1,"Saaremaa island, Oesel, Estonia",427,427,Obruchev 1970; Ritchie 1980' Blom 2012 (as separate genus in phylogeny)
Anaspids,Schidiosteus,mustelensis,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Gorstian,,,Ust-Spokonaya,Assemblage 1 (Lower),"Spokanaya river, Pioneer Island, Severnaya Zemlya, Russia",426.5,425.5,Blom et al. 2002
Anaspids,Schidiosteus,mustelensis,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Ludfordian,Uppermost Paadla,,,Tabuska Beds,Central Urals,425,424,Blom et al. 2002
Anaspids,Schidiosteus,mustelensis,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Ludfordian,,,Ust-Spokonaya,Assemblage 2 (Middle),"Matusevich River, Pioneer Island, Severnaya Zemlya, Russia",425.5,424.5,Blom et al. 2002
Anaspids,Schidiosteus,mustelensis,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Ludfordian,,,Paadla Fm,Himmiste Beds,"Silma cluff, Saaremaa, Estonia",425,424,Blom et al. 2002
Anaspids,Schidiosteus,mustelensis,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Ludfordian,,Hemse,Petes Fm,,"Gotland, Sweden",425,425,Blom et al. 2002; Bremer and Blom 2015
Anaspids,Schidiosteus,mustelensis,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Halla,Halla Beds unit B and C,"Gothemshammar and Mollbos 1, Gotland Sweden",429,429,Blom et al. 2002; Bremer and Blom 2015
Anaspids,Schidiosteus,mustelensis,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Rootsikula Fm,Vesiku Beds,East Baltic,428,428,Blom et al. 2002
Anaspids,Schidiosteus,mustelensis,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Samoilovich Fm,,"Ushakov River and Spokonaya River, October Revolution Island and Pioneer Island, Severnaya Zemlya, Russia",430.5,429,Blom et al. 2002
Anaspids,Septentrionia,lancifera,Birkeniida,Septentrioniidae,Devonian,Lower,Lockhovian,,,,Read Bay,Cornwallis Island Arctic Canada,419,417,Blom et al. 2002
Anaspids,Septentrionia,seducta,Birkeniida,Septentrioniidae,Devonian,Lower,Lockhovian,,,Chester Bjerg Fm,Monument,"Halls Land, Northern Greenland",419,417,Blom et al. 2002
Anaspids,Septentrionia,dissimilis,Birkeniida,Septentrioniidae,Silurian,Ludlow,Gorstian,,,Cape Phillips,Baillie-Hamilton Section 2 (upper),Arctic Canada,427.5,425.5,Blom et al. 2002
Anaspids,Septentrionia,mucronata,Birkeniida,Septentrioniidae,Silurian,Ludlow,Ludfordian,Upper Paadla,,,Tabuska Beds,central Urals,425,424,Blom et al. 2002
Anaspids,Septentrionia,mucronata,Birkeniida,Septentrioniidae,Silurian,Ludlow,Ludfordian,,,Burgsvik Fm,Hobergen 2 and 3 beds,"Gotland, Sweden",423,423,Blom et al. 2002; Bremer and Blom 2015
Anaspids,Septentrionia,mucronata,Birkeniida,Septentrioniidae,Silurian,Ludlow,Ludfordian,,,Hamra Fm,Hamra ,"Gotland, Sweden",423,423,Eriksson et al. 2009' Bremer and Blom 2015
Anaspids,Septentrionia,dissimilis,Birkeniida,Septentrioniidae,Silurian,Ludlow,Ludfordian,,,Cape Phillips,Baillie-Hamilton Section 2 (upper),Arctic Canada,425.5,423,Blom et al. 2002
Anaspids,Septentrionia,lancifera,Birkeniida,Septentrioniidae,Silurian,Pridoli,Pridoli,puctatus zone,,,An erratic from Lithuania,"Oosterhaule, Netherlands",421,419,Blom et al. 2002
Anaspids,Septentrionia,lancifera,Birkeniida,Septentrioniidae,Silurian,Pridoli,Pridoli,,,,Man Brook 7,"Man Brook, Trimpley, Worchestershire, UK",419,419,Blom et al. 2002
Anaspids,Septentrionia,seducta,Birkeniida,Septentrioniidae,Silurian,Pridoli,Pridoli,,,Chester Bjerg Fm,Halls Grav,"Halls Land, Northern Greenland",421,419,Blom et al. 2002
Anaspids,Silmalepis,erinacea,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Ludfordian,,,Paadla Fm,Himmiste Beds,"Silma cluff, Saaremaa, Estonia",425,424,Blom et al. 2002
Anaspids,Silmalepis,erinacea,Birkeniida,Rhyncholepididae,Silurian,Pridoli,Pridoli,,,,Man Brook 7,"Man Brook, Trimpley, Shropshire, UK",419,419,Miller et al. 2004
Anaspids,Spokoinolepis,alternans,Birkeniida,Septentrioniidae,Silurian,Ludlow,Ludfordian,,,Ust-Spokonaya,Assemblage 3  (Upper),"Pioneer Island, Severnaya Zemla",424,423,Blom et al. 2002
Anaspids,Spokoinolepis,alternans,Birkeniida,Septentrioniidae,Silurian,Pridoli,Pridoli,,,Krasnaya Bukhta Fm,Assemblage 3  (Upper),"Spokonaya Fm Pioneer Island, Severnaya Zemla",423,419,Blom et al. 2002
Anaspids,Tahulalepis,elongituberculata,Birkeniida,Tahulalepididae,Silurian,Ludlow,Ludfordian,,,Kuressaare Fm,Tahula beds,"Saaremaa Island, Estonia",424,424,Blom et al. 2002
Anaspids,Tahulalepis,elongituberculata,Birkeniida,Tahulalepididae,Silurian,Ludlow,Ludfordian,,,Kuressaare Fm,Kudjape Beds,East Baltic,423,423,Blom et al. 2002
Anaspids,Tahulalepis,elongituberculata,Birkeniida,Tahulalepididae,Silurian,Ludlow,Ludfordian,,,Burgsvik Fm,Upper,"Gotland, Sweden",423,423,Eriksson et al. 2009
Anaspids,Tahulalepis,elongituberculata,Birkeniida,Tahulalepididae,Silurian,Pridoli,Pridoli,,,Oved Sandstone,Ramsaasa Site E,Skane Sweden,424,423,Blom et al. 2002
Anaspids,Tahulalepis,kingi,Birkeniida,Tahulalepididae,Silurian,Pridoli,Pridoli,,,Ledbury Fm,Grey Grit,"Ledbury Herefordshire, UK",421,419,Blom et al. 2002
Anaspids,Trimpleylepis ,concatenata,Birkeniida,Septentrioniidae,Silurian,Ludlow,Ludfordian,,,Kuressaare Fm,Tahula Beds,"Saaremaa Island, Estonia",424,424,Miller et al. 2004
Anaspids,Trimpleylepis ,juncta,Birkeniida,Septentrioniidae,Silurian,Pridoli,Pridoli,,,,Man Brook 7,"Man Brook, Trimpley, Shropshire, UK",419,419,Miller et al. 2004
Anaspids,Vesikulepis,funiforma,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Gorstian,,,Ust-Spokonaya,Lower,"Ushakov River and Spokonaya River, October Revolution and Pioneer Island, Severnaya Zemlya, Russia",426.5,425.5,Blom et al. 2002
Anaspids,Vesikulepis,funiforma,Birkeniida,Rhyncholepididae,Silurian,Ludlow,Ludlow,,,Paadla Fm,Himmiste Beds,"Silma Cliff, Saaremaa, Estonia",425,424,Blom et al. 2002
Anaspids,Vesikulepis,funiforma,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Rootsikula Fm,Viita Trench,"Saaremaa, Estonia",429,429,Blom et al. 2002
Anaspids,Vesikulepis,funiforma,Birkeniida,Rhyncholepididae,Silurian,Wenlock,Homerian,,,Rootsikula Fm,Vesiku Beds,"Saaremaa, Estonia",428,428,Blom et al. 2002
Anaspids,Vilkitskilepis,valentinae,Birkeniida,?Pterygolepididae,Devonian,Lower,Lockhovian,,,Severnaya Zemlya,,"Pod'emnaya River, October Revolution Island, Severnaya Zemlya, Russia",419,416,"Marss , 2002"