Group,Genus,Species,Taxonomic Note,Order,Family,System,Series,Stage,Regional Stage,Group,Formation,Member,Locality,Max Age,Min Age,citation
Heterostracans,Psammosteus,kiaeri,,,,Devonian,,Frasnian,,,Fram Fm,,"Ellesmere Island, Canada",377,377,Kiaer 1915; de Freitas & Thorsteinsson 1994; Downs et al. 2011
Heterostracans,Psammosteus,levis,,,,Devonian,,Frasnian,,,Andoma Fm,upper,"Andoma Hill, Onega Lake, Russia",380,378,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,levis,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,livonicus,,,,Devonian,,Frasnian,,,Andoma Fm,lower  ,"Andoma Hill, Onega Lake, Russia",380,378,Glinskiy & Mark-Kurik 2016; Mikulas et al 2013
Heterostracans,Psammosteus,maeandrinus,,,,Devonian,,Frasnian,Plavinas Stage,Snetnaya Gora Substage,,,"Russia, Syas River, downstream Tahnovo Village",382,378,Pers. Obs.
Heterostracans,Psammosteus,maeandrinus,,,,Devonian,,Frasnian,,,Andoma Fm,upper part of lower,"Andoma Hill, Onega Lake, Russia",381,380,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,maeandrinus,,,,Devonian,,Frasnian,,,Andoma Fm,upper  ,"Andoma Hill, Onega Lake, Russia",380,379,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,maeandrinus,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,megalopteryx,,,,Devonian,,Frasnian,Plavinas Stage,, ,,"Russia, Leningrad district, Syas River",382,378,Pers. Obs.
Heterostracans,Psammosteus,megalopteryx,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,pectinatus,,,,Devonian,,Frasnian,,,Klimovskaya Fm,,"Andoma Hill, Onega Lake, Russia",378,376,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,praecursor,,,,Devonian,,Frasnian,,,Andoma Fm,lower,"Andoma Hill, Onega Lake, Russia",382,381,Glinskiy & Nilov 2017; Mikulas et al 2013
Heterostracans,Psammosteus,cf praecursor,,,,Devonian,,Frasnian,lower,,,,"Mikhailovskii Mine, Zheleznogorsk, Russian Federation",382,379,"Moloshnikov, 2007"
Heterostracans,Psammosteus,proia,,,,Devonian,,Givetian,,,Arukula Fm,,Estonia + Latvia,387,385,"Mark-Kurik 2000; Kleesment et al 2012; Mark-Kurik and Poldvere, 2012 for age "
Heterostracans,Psammosteus,ramosus,,,,Devonian,,Frasnian,,,Andoma Fm,lower,"Andoma Hill, Onega Lake, Russia",382,381,Glinskiy & Nilov 2017; Mikulas et al 2013
Heterostracans,Psammosteus,toriensis,,,,Devonian,,Eifelian,Very early,,Parnu Fm,Tori Member,Estonia + Latvia,393,392,"Mark-Kurik 2000; Kleesment et al 2012; Mark-Kurik and Poldvere, 2012 for age "
Heterostracans,Psammosteus,undulata,,,,Devonian,,Frasnian,,,Andoma Fm,lower,"Andoma Hill, Onega Lake, Russia",382,381,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psammosteus,venyukovi,,,,Devonian,,Givetian,Upper,,Pavlikovskaya Fm,,"Andoma Hill, Onega Lake, Russia",384,382,Glinskiy & Ivanov 2015; Mikulas et al 2013
Heterostracans,Psephaspis,idahoensis,,,,Devonian,Givetian,,,,Jefferson Fm,basal,Idaho,388,385,Novitskaya; Denison 1970; wide range of deposits encountered within lower member of Jefferson from subtidal (BA 3+4) peritidal and esturine
Heterostracans,Psephaspis,,,,,Devonian,Givetian,,,,Jefferson Fm,basal,Utah,388,385,Novitskaya; Denison 1970; PBDB
Heterostracans,Psephaspis,williamsi,,,,Devonian,,Pragian (Lower),,,Water Canyon Formation,,"Bear Lake County, Idaho",410,409,Novitskaya; Denison 1970
Heterostracans,Psephaspis,williamsi,,,,Devonian,,Pragian (Lower),,,Water Canyon Formation,,"Cache County, Utah",410,409,Novitskaya; Denison 1970
Heterostracans,Pteraspis,rostrata,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,Lower Ditton,,"Oak Dingle, Shropshire, UK",419,417,"Frichinger 1991, white 1935; GCR review"
Heterostracans,Pteraspis,rostrata,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,,Wayne Herbert Quarry,"Abergavenny, South Wales, UK",419,411,Dineley 1999; lot of lit for environment cited in GCR volume
Heterostracans,Pteraspis,rostrata,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,Lower Ditton micrornatus-newportensis spore biozone zone,,Targrove Quarry,417,413,Lang 1937
Heterostracans,Pteraspis,jackana,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,,Wayne Herbert Quarry,"Abergavenny, South Wales",419,411,Dineley 1999; lot of lit for environment cited in GCR volume
Heterostracans,Pteraspis,mitchelli,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Scone Sandstone Formation,Sheriffmuir Sandstone Member,"Wolfs Hole, nr Bridge of Allen, Forfarshire, Scotland, UK",414,411,Dineley 1999; fluvial in GCR 
Heterostracans,Pteraspis,sp,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,Rhinopteraspis crouchi Zone?,,Rowlestone Hill,415,413,Plotnick 1999
Heterostracans,Pteraspis,sp,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Ivane Suite,,"Podoli , Ukraine",414,412,Gritsenko et al 1999
Heterostracans,Pteraspis,sp,,Heterostraci,Pteraspididae,Devonian,,Lockhovian,,,Chortkov Formation,,Podolia,416,415,Plotnick 199
Heterostracans,Ptomaspis,sp.,,Heterostraci,Cyathaspididae,Silurian,,Telychian/Sheinwoodian,,,Delorme,"Avalanche: AV1, 2, 4","Avalanche Lake, Mackenzie, Northwest Territories",428,427,Boucot & Janis 1983 for BA
Heterostracans,Ptomaspis,n. sp. ,,Heterostraci,Cyathaspididae,Silurian,,Pridoli,,,Leopold Formation,Section P,"Port Leopold,Somerset Island,  Canada",423,419,Loeffler and Jones 1976; Jones ; Plotnick 1999 for BA
Heterostracans,Ptomaspis,canadensis,,Heterostraci,Cyathaspididae,Silurian,,Gorstian,,,Road River Formation,,"Beaver River, Southeastern Yukon, Canada",427,425,Loeffler and Dineley 1976; Boucot & Janis 1983 for BA and formation
Heterostracans,Rhachiaspis,pteriga,,,,Devonian,,Lochkovian,,,Somerset Island Formation,lower member,"Somerset Island, Northwest Territories, Canada",423,422,Elliott 1984
Heterostracans,Rhachiaspis,pteriga,,,,Silurian,,Pridoli,,,Peel Sound Formation,lower member,"Somerset Island, Arctic Canada",427,425,Elliott 1984; Boucot & Janis 1983 for BA
Heterostracans,Rhinopteraspis,crouchi,,,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,,,Cwm Mill,415,413,Dineley 1999; lot of lit for environment cited in GCR volume
Heterostracans,Rhinopteraspis,crouchi,,,Pteraspididae,Devonian,,Lockhovian (late),"lower Althaspis leachi zone/Z spore zone, Gedinnian",Ardenne Massif,Bois d'Ausse Fm (lower),,"La Gileppe, Liege, Belgium",414,412,Novitskaya 2007; Blieck 2009; plants in PBDB
Heterostracans,Rhinopteraspis,crouchi,,,Pteraspididae,Devonian,,Lockhovian (late),"G spore zone, late Gedinnian",Ardenne Massif,Bois d'Ausse Fm (lower),,"Nonceveux, Liege, Belgium",412,411,Novitskaya 2007; Blieck 2009; Plants in PBDB
Heterostracans,Rhinopteraspis,dunensis,,,Pteraspididae,Devonian,,Lockhovian,,Ditton Group,,,Cwm Mill,415,413,Dineley 1999; lot of lit for environment cited in GCR volume
Heterostracans,Rhinopteraspis,dunensis,,,Pteraspididae,Devonian,,Early Emsian,,,,Nellen Koepfchen Beds,"Alken, Germany",407,403,Kraeusel & Weyland 1962; Same age as Hunsruck Stets and Schafer 2009
Heterostracans,Rhinopteraspis,cornubica,,,Pteraspididae,Devonian,,Emsian,,,Placoderm Sandstone,,"Kielce, Holy Cross Mountains",407,403,"Tarlo, 1961; PBDB; Szrek 2014"
Heterostracans,Rhinopteraspis,cornubica,,Heterostraci,Pteraspididae,Devonian,,?Eifelian,,,Saltash Formation,?Trevose Slate/Dartmouth Slates,"Bedruthian Steps, Cornwall, UK",407,393,GCR; Tarlo 1961
Heterostracans,Ritchieichthys,nibili,,Arandaspidida,Arandaspididae,Ordovician,Upper,,Katian,,Nibil Formation,,"subsurface Kidson 1 core, Western Australia",451,449,Sansom et al 2013
Heterostracans,Sacabambaspis,janvieri,,Arandaspidida,Arandaspididae,Ordovician,Upper,Katian,Caradoc,,Anzaldo Formation,,"Sacabambilla, Cochabamba Province, Bolivia",461,457,"Pradel et al 2007; Gagnier 1991; Age based on Gagnier et al. 1996, PBDB"
Heterostracans,Sacabambaspis,janvieri,,Arandaspidida,Arandaspididae,Ordovician,Upper,Katian,Caradoc,,Anzaldo Formation,,"Cerro Chakeri, Puntata, Cochabamba Province, Bolivia",461,457,Emig and Herrera 2006
Heterostracans,Sacabambaspis,janvieri,,Arandaspidida,Arandaspididae,Ordovician,Upper,Katian,Caradoc,,Anzaldo Formation,,"Cerro San Pedro, Cochabamba, Bolivia",461,457,Gagnier 1991
Heterostracans,Sacabambaspis,janvieri,,Arandaspidida,Arandaspididae,Ordovician,Upper,Katian,Caradoc,,Anzaldo Formation,,"Anzaldo, Tarata Province, Bolivia",461,457,Gagnier 1991
Heterostracans,Sacabambaspis,janvieri,,Arandaspidida,Arandaspididae,Ordovician,Upper,Katian,Caradoc,,Anzaldo Formation,,"Sacabamba, Cochabamba. Bolivia",461,457,Gagnier 1991
Heterostracans,Sacabambaspis,janvieri,,Arandaspidida,Arandaspididae,Ordovician,Upper,Katian,Caradoc,,Anzaldo Formation,,"Pajcha Pata, Cochabamba, Bolivia",461,457,Gagnier et al 1996
Heterostracans,Sacabambaspis,janvieri,,Arandaspidida,Arandaspididae,Ordovician,Upper,Katian,Caradoc,,Anzaldo Formation,,"Santivanez, Cochabamba, Bolivia",461,457,Gagnier 1991; Gagnier et al 1996
Heterostracans,Sacabambaspis,janvieri,,Arandaspidida,Arandaspididae,Ordovician,Middle,Uppermost Darriwilian,Llandeilian,Trapiche Group,La Cantera Formation,lower mbr,"Sierra de Villicum, San Juan province, Argentina",462,461,Albanesi et al 1995
Heterostracans,Sacabambaspis,sp.,,Arandaspidida,Arandaspididae,Ordovician,Middle,Darriwilian,Llanvirn,,Amdeh Fm,Am5 Mbr,"Wadi Qahza, Oman",465,463,Sansom et al 2009
Heterostracans,Sacabambaspis,sp.,,Arandaspidida,Arandaspididae,Ordovician,Middle,Florian-Darriwillian,Arenig,,Amdeh Fm,Am4 Mbr,"Wadi Daiqa, Oman",467,465,Sansom et al 2009
Heterostracans,Sacabambaspis,sp.,,Arandaspidida,Arandaspididae,Ordovician,Upper,Sandbian-Katian,Caradoc,,Carmichael Sandstone,,"Johnny's Creek Anticline, N of King's Canyon, Northern Territory, Australia",458,453,Young 1997; Boucot and Janis 1983 for BA; age from Edgoose 2013
Heterostracans,Sacabambaspis,sp.,,Arandaspidida,Arandaspididae,Ordovician,Middle,Upper Darriwilian,Llanvirn,,Stokes Formation,basal member,"Areyonga Creek, Gardiner Range, Northern Territory, Australia",467,465,Young 1997; Boucot and Janis 1983 and Davies et al 2011 for palaeoenvironment; age from edgoose 2013
Heterostracans,Sacabambaspis,sp.,,Arandaspidida,Arandaspididae,Ordovician,Middle,Upper Darriwilian,Llanvirn,,Stairway Sandstone,,"Maloney Hill, Northern Territory, Australia",466,461,Boucot & Janis 1983 have BA 2
Heterostracans,Sacabambaspis,sp.,,Arandaspidida,Arandaspididae,Ordovician,,Uppermost Darriwilian,Llandeilian,Trapiche Group,La Pola Formation,,"San Juan, Argentina",462,461,Pers. Obs.
Heterostracans,Sacabambaspis,sp.,,Arandaspidida,Arandaspididae,Ordovician,Middle,,Darriwilian,,Sepulturas Formation,,"west of Alto del Condor, Jujuy Province, Argentina",461,458,Albanesi and Astini 2002; Acenolaza and Acenolaza 2002
Heterostracans,Semipodolaspis,slobodensis,,,Pteraspididae,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,littoral according to Voichyshyn 2011
Heterostracans,Stegobranchiaspis,baringensis,,,,Devonian,,Lockhovian (Upper),,,"Peel Sound, Drake Bay, Snowblind Bay",,"Prince of Wales Island, Canadian Arctic",414,410,Elliott 1983; Boucot & Janis 1983 for BA
Heterostracans,Stegobranchiaspis,baringensis,,,,Devonian,,Lockhovian (Upper),,,"Peel Sound, Drake Bay, Snowblind Bay",,"Read Bay, Cornwallis Island, Canadian Arctic",414,410,Elliott 1983; Boucot & Janis 1983 for BA
Heterostracans,Strosipherus,indentatus,,Heterostraci,,Silurian,,Pridoli,,,,Loo Beds K3b-L,"Estonia, Baltic",423,421,Mark-Kurik 1969; Marss 1977; subtidal marine; Boucot & Janis 1983 for BA
Heterostracans,Strosipherus,indentatus,,Heterostraci,,Silurian,,Pridoli,,,,Ohesaare Stage K4,"Estonia, Baltic",421,420,Mark-Kurik 1969; Marss 1977; Boucot & Janis 1983 for BA
Heterostracans,Strosipherus,sp,,Heterostraci,,Silurian,,Pridoli,,,Krasnaya Bukhta Formation,,"Severnaya Zemlya, Russia",423,419,Blieck et al 2002
Heterostracans,Tolypelepis,sp.,,Heterostraci,Tolyaspididae,,,Telychian/Sheinwoodian,,,Delorme,"Avalanche: AV1, 2, 4","Avalanche Lake, MacKenzie Mountains, Northwest terroritories, Canada",438,430,Boucot & Janis 1983 for BA
Heterostracans,Tolypelepis,undulata,,Heterostraci,Tolyaspididae,Silurian,,Pridoli,,,,Loo Beds K3b-L,"Estonia, Baltic",423,421,Marss 1977; subtidal marine; Boucot & Janis 1983 for BA
Heterostracans,Tolypelepis,undulata,,Heterostraci,Tolyaspididae,Silurian,,Pridoli,,,,Ohesaare Stage K4,"Estonia, Baltic",421,420,Marss 1977; Boucot & Janis 1983 for BA
Heterostracans,Tolypelepis,undulata,,Heterostraci,Tolyaspididae,Silurian,,Pridoli,,,,Oesel Group K4,"Estonia, Baltic",421,420,Denison 1964; Boucot & Janis 1983 for BA
Heterostracans,Tolypelepis,cf. undulata,,Heterostraci,Tolyaspididae,Silurian,,Pridoli,,,Krasnaya Bukhta Formation,,"Severnaya Zemlya, Russia",423,419,Blieck et al 2002
Heterostracans,Tolypelepis,cf. undulata,,,Tolyaspididae,Silurian,,Pridoli,,,Beyrichienkalk,1,north Germany,421,417,Denison 1964; Boucot & Janis 1983 and Turner 1999 for BA; age from PBDB = to osehaare
Heterostracans,Tolypelepis,timanica,,Heterostraci,Tolyaspididae,Devonian,,Lockhovian,,,Eptarma,,Northern Timan,419,419,Denison 1964; Dineley & Loeffler 1976 have as Pridoli; Boucot & Janis for BA - strat may be Pridoli
Heterostracans,Tolypelepis,sp.,,Heterostraci,Tolyaspididae,Silurian,Early Wenlockian,Sheinwoodian,,,Allen Bay Formation,,"Cornwallis Island, Canada",433,430,Denison 1964; Novitskaya 2007; Boucot & Janis 1983 for BA and formation
Heterostracans,Torpedaspis,elongata,,,,,,,,,Peel Sound Formation,,"Prince of Wales Island, Northwest Territories, Canada",414,410,Broad & Dineley 1973; Boucot & Janis 1983 for BA
Heterostracans,Torpedaspis,elongata,,,,,,,,,Peel Sound Formation,,"Somerset Island, Northwest territories, Canada",423,419,Broad & Dineley 1973; Boucot & Janis 1983 for BA
Heterostracans,Torpedaspis,elongata,,,,,,,,,Read Bay Formation,,"Somerset Island, Northwest territories, Canada",430,425,Broad & Dineley 1973; Boucot & Janis 1983 for BA
Heterostracans,Tuberculaspis,elyensis,,,,,,Emsian,late,,Sevy Dolomite,Sandy Member,,400,397,Pers. Obs.
Heterostracans,Ulutitaspis,notidana,,,,Silurian,,Pridoli,,,Peel Sound Formation,lower member,"Prince of Wales Island, Northwest Territories, Canada",414,410,Elliott 1984; Boucot & Janis 1983 for BA
Heterostracans,Ulutitaspis,notidana,,,,Devonian,,Lochkovian,,,Somerset Island Formation,lower member,"Somerset Island, Northwest Territories, Canada",423,422,Elliott 1984
Heterostracans,Ulutitaspis,aquilonia,,,,Devonian,,Lochkovian,,,Somerset Island Formation,upper member,"Somerset Island, Northwest Territories, Canada",422,419,Elliott 1984
Heterostracans,Ulutitaspis,truncata,,,,Silurian,,Pridoli,,,Peel Sound Formation,lower member,"Prince of Wales Island, Northwest Territories, Canada",419,410,Elliott 1984; Boucot & Janis 1983 for BA
Heterostracans,Unarkaspis,schultzei,,,,Devonian,,Lockhovian (Upper),,,Snowblind Bay Formation,,"Read Bay, Cornwallis Island, Canadian Arctic",414,411,Elliott 1983; Boucot & Janis 1983 for BA
Heterostracans,Unarkaspis,schultzei,,,,Devonian,,Lockhovian (Upper),,,Drake Bay Formation,upper member',"Prince of Wales Island, Canadian Arctic",415,410,Elliott et al 2015
Heterostracans,Vernonaspis,sp.,,Heterostraci,Cyathaspididae,Silurian,,Ludlow,,,Vernon Formation,,"Kenwood, New York, USA",427,423,Plotnick 1999
Heterostracans,Vernonaspis,sp.,,Heterostraci,Cyathaspididae,Silurian,,Ludlow,,,Bloomsburg Formation,,"Mt Union, Pennsylvania, USA",427,423,Plotnick 1999
Heterostracans,Vernonaspis,sp.,,Heterostraci,Cyathaspididae,Silurian,,Homerian-Gorstian,,,Shawangunk Formation,"Guymard Quartzite, Otisville Shale","New York and Pennsylvania, USA",430,427,Plotnick 1999 marginal marine; Boucot & Janis 1983; Denison 1964
Heterostracans,Vernonaspis,sp.,,Heterostraci,Cyathaspididae,Silurian,,Homerian-Gorstian,,,Longwood Shale/Guymard Quartzite,,New York State,430,425,"Broad and Lenz, 1972; Denison 1964; Boucot & Janis 1983 for BA"
Heterostracans,Vernonaspis,sp. ,,Heterostraci,Cyathaspididae,Silurian,,late Sheinwoodian-Homerian,,,Delorme,Avalanche Lake: AV4 and AV5,"Avalanche Lake, Mackenzie, Northwest Territories",431,427,"Soehn, 2000; Boucot & Janis 1983 for BA"
Heterostracans,Vernonaspis,sp. ,,Heterostraci,Cyathaspididae,Silurian,,Pridoli,,,Vernon-Pittsford Formations,,"western New York, USA",423,419,Sepkoski 1998
Heterostracans,Vernonaspis,sp.,,Heterostraci,Cyathaspididae,Silurian,Ludlow,Gorstian,,,High Falls Fm,,New Jersey,427,425,"Broad and Lenz, 1972; Denison 1964; Boucot & Janis 1983 for BA"
Heterostracans,Vernonaspis,major,,Heterostraci,Cyathaspididae,Silurian,,Pridoli,,,Road River Formation,,"Beaver River Area, Yukon, Canada",423,419,"Broad and Lenz, 1972; Boucot & Janis 1983 for BA and formation"
Heterostracans,Vernonaspis,major,,Heterostraci,Cyathaspididae,Silurian,,Pridoli,,,Gossage Formation,,"Snake River Area, Yukon, Canada",423,419,"Broad and Lenz, 1972; Lenz 1982 'very shallow water, including possible supratidal, conditions'"
Heterostracans,Vernonaspis,bamberi,,,Cyathaspididae,Silurian,,Pridoli,,,Road River Formation,,"Beaver River Area, Yukon, Canada",423,419,Denison 1964; Boucot & Janis 1983 for BA
Heterostracans,Vernonaspis,epitegosa,,Heterostraci,Cyathaspididae,Silurian,,Pridoli,,,Road River Formation,,"Beaver River Area, Yukon, Canada",423,419,"Broad and Lenz, 1972; Boucot & Janis 1983 for BA and formation"
Heterostracans,Vernonaspis,epitegosa,,Heterostraci,Cyathaspididae,Silurian,,Pridoli,,,Gossage Formation,,"Snake River Area, Yukon, Canada",423,419,"Broad and Lenz, 1972; Lenz 1982 'very shallow water, including possible supratidal, conditions'"
Heterostracans,Vernonaspis,allenae,,Heterostraci,Cyathaspididae,Silurian,,Ludlow,,,Vernon Formation,,New York,427,423,"Broad and Lenz, 1972; Flower and Wayland-Smith 1952; Plotnick 1999 for BA"
Heterostracans,Vernonaspis,leonardi,,Heterostraci,Cyathaspididae,Silurian,,Ludlow,,,Vernon Formation,,New York,427,423,"Broad and Lenz, 1972; Flower and Wayland-Smith 1952; Plotnick 1999 for BA"
Heterostracans,Vernonaspis,bryanti,,Heterostraci,Cyathaspididae,Silurian,,Ludfordian,,,Bloomsburg Fm,upper,"Monroe County, Pennsylvania",425,423,"Broad and Lenz, 1972; Giffin 1979; Boucot & Janis 1983 for BA - might be non-marine "
Heterostracans,Vernonaspis,vaningeni,,Heterostraci,Cyathaspididae,Silurian,,Ludfordian,,,Bloomsburg Fm,upper,"Monroe County, Pennsylvania",425,423,"Broad and Lenz, 1972; Giffin 1979; Boucot & Janis 1983 for BA - might be non-marine "
Heterostracans,Vernonaspis,vaningeni,,Heterostraci,Cyathaspididae,Silurian,,Homerian,Niagarian,Lockport,Shawagunk,Otisville,Orange Co. New York,427,423,Bryant 1926
Heterostracans,Vernonaspis,vaningeni,,Heterostraci,Cyathaspididae,,,Gorstian,late Niagarian or early Cayugian,,Bloomsburg Fm (High Falls),,"Delaware Water Gap, Water Gap Village, Pennsylvania",428,426,"Beerbower and Hait, 1959"
Heterostracans,Vernonaspis,,,,,Silurian,,Wenlock,early,,Cape Phillips Formation,Member C,"Baillie-Hamilton Island, Canada",434,433,Boucot & Janis 1983 with pers comm from Thorsteinsson
Heterostracans,Vernonaspis,sekwiae,,,,Silurian,,Ludlovian,late,,Delorme,,"Mt Sekwi, Keele Riverm Northwest Territories, Canada",425,423,Denison 1964; Boucot & Janis 1983 for BA
Heterostracans,Woodfjordaspis,felixi,,,,Devonian,,Pragian,,,Wood Bay,Kapp Kjeldsen,"Spitbergen, Norway",409,408,Pernègre 2006.; Harland 1997 chpt.16 Geology of Svalbard
Heterostracans,Xylaspis,prima,,,Pteraspidiformes,,,Pragian,,,Wood Bay Formation,Kapp Kjeldsen,"Spitsbergen , Norway",409,408,"Pernegre 2003, 2004; Blomeier et al 2003; Harland 1997 chpt.16 Geology of Svalbard"
Heterostracans,Zaphoctenaspis ,meemannae,,,,Devonian,,Emsian,late,,Sevy Dolomite,Sandy Member,,400,397,Elliott & Blieck 2010
Heterostracans,Zascinaspis,bryanti,,Heterostraci,Pteraspidiformes,Devonian,,Lockhovian,,,Tyver Formation,Ivanie Member,"Podolia, Ukraine",414,412,lagoon delta according to Voichyshyn 2011
Heterostracans,Zascinaspis,heintzi,,,Pteraspidiformes,Devonian,,Lockhovian,,,Ikva,,"Podolia, Ukraine",412,410,lagoon-delta according to Voichyshyn 2011
Heterostracans,Zascinaspis,heintzi,,,Pteraspidiformes,Devonian,,Lockhovian/Pragian,,,Dniester Formation,Ustechko,"Podolia, Ukraine",412,410,lagoon-delta according to Voichyshyn 2011
Heterostracans,Zascinaspis,heintzi,,,Pteraspidiformes,Devonian,,Pragian,,,Dniester Formation,Khmeleva ,"Podolia, Ukraine",410,408,lacustrine according to Voichyshyn 2011
Heterostracans,Zascinaspis,,,,Pteraspidiformes,,,,,,Chortkov Formation,,Podolia,416,415,Plotnick 1999
Heterostracans,Zascinaspis,sp,,,Pteraspidiformes,,,Pragian,,,Holland Quarry Shale,,"Toledo, Ohio, USA",410,407,Plotnick 1999