Group,Subgroup,Genus,Species,Stage bin,Body size (cm),Citation
Placodermi,Arthrodira,Mcnamaraspis,kaprios,Frasnian,35,Long and Trinajstic 2010
Placodermi,Arthrodira,Simosteus,tuberculatus,Frasnian,68,Dennis & Miles 1982
Placodermi,Arthrodira,Compagopiscis,croucheri,Frasnian,36,Gardiner & Miles 1994
Placodermi,Arthrodira,Golshanichthys,asiatica,Frasnian,140,Long 1987
Placodermi,Arthrodira,Gogopiscus,gracilis,Frasnian,35,Gardiner & Miles 1994
Placodermi,Arthrodira,Gogosteus,sarahae,Frasnian,44,Long 1994
Placodermi,Arthrodira,Pinguosteus,thulborni,Frasnian,48,Long 1990
Placodermi,Arthrodira,Stenosteus,pertensis,Frasnian,73,Denison 1978
Placodermi,Petalichthyida,Changyanophyton,hupeiense,Frasnian,30,Denison 1978
Placodermi,Phyllolepid,Placolepis,budawangensis,Frasnian,8.3,Young et al. 2000
Placodermi,Arthrodira,Deirosteus,abbreviata,Frasnian,190,Denison 1978
Placodermi,Antiarcha,Pambulaspis,cobandraensis,Frasnian,44,Young 1983
Placodermi,Arthrodira,Cosmacanthus,malcolmsoni,Frasnian,150,Newman 2005
Placodermi,Arthrodira,Draconichthys,elegans,Frasnian,64,Ruecklin 2011
Placodermi,Arthrodira,Dinicthydae,indet.,Frasnian,68,Lelievre 1981
Placodermi,Ptyctodontida,Chelyophorous,verneuli,Famennian,10,Denison 1978
Placodermi,Ptyctodontida,Ptyctodus,major,Famennian,160,Denison 1978
Placodermi,Arthrodira,Africanaspis,doryssa,Famennian,37,Long et al. 1997
Placodermi,Arthrodira,Bungartius,perissus,Famennian,200,Denison 1978
Placodermi,Arthrodira,Diplognathus,mirabilis,Famennian,540,Denison 1978
Placodermi,Arthrodira,Diplognathus,lafargei,Famennian,44,Carr & Jackson 2005
Placodermi,Arthrodira,Dunkleosteus,terrelli,Famennian,800,Denison 1978
Placodermi,Arthrodira,Dunkleosteus,denisoni,Famennian,52,Kulczycki 1957
Placodermi,Arthrodira,Dunkleosteus,missouriensis,Famennian,190,Branson 1914
Placodermi,Arthrodira,Dunkleosteus,marsaisi,Famennian,190,Denison 1978
Placodermi,Arthrodira,Eastmanosteus,tubercultatus,Famennian,120,Dennis-Bryan 1987
Placodermi,Arthrodira,Glyptaspis,verrucosa,Famennian,800,Denison 1978
Placodermi,Arthrodira,Gorgonichthys,clarki,Famennian,390,Denison 1978
Placodermi,Arthrodira,Groenlandaspis,riniensis,Famennian,90,Long et al. 1997
Placodermi,Arthrodira,Groenlandaspis,mirabilis,Famennian,110,Daeschler and Frumes 2003
Placodermi,Arthrodira,Groenlandaspis,thorezi,Famennian,24,Clement and Janvier 2005
Placodermi,Arthrodira,Groenlandaspis,pennsylvanica,Famennian,100,Daeschler and Frumes 2003
Placodermi,Arthrodira,Groenlandaspis,disjectus,Famennian,85,Daeschler and Frumes 2003
Placodermi,Arthrodira,Gymnotrachelus,hydei,Famennian,84,Denison 1978
Placodermi,Arthrodira,Heinzichthys,gouldi,Famennian,140,Denison 1978
Placodermi,Arthrodira,Holdenius,holdeni,Famennian,590,Denison 1978
Placodermi,Arthrodira,Hussakofia,minor,Famennian,96,Denison 1978
Placodermi,Arthrodira,Mylostoma,varibile,Famennian,120,Denison 1978
Placodermi,Arthrodira,Paramylostoma,arcualis,Famennian,71,Denison 1978
Placodermi,Arthrodira,Selenosteus,brevis,Famennian,87,Denison 1978
Placodermi,Arthrodira,Stenosteus,glaber,Famennian,110,Denison 1978
Placodermi,Arthrodira,Tafilalichthys,lavocati,Famennian,130,Denison 1978
Placodermi,Arthrodira,Titanichthys,agassizi,Famennian,490,Denison 1978
Placodermi,Arthrodira,Titanichthys,attenuatus,Famennian,440,Denison 1978
Placodermi,Arthrodira,Titanichthys,clarkii,Famennian,490,Newberry 1889
Placodermi,Arthrodira,Titanichthys,kozlowskii,Famennian,500,Kulczycki 1957
Placodermi,Arthrodira,Titanichthys,termieri,Famennian,120,Denison 1978
Placodermi,Arthrodira,Trachosteus,clarki,Famennian,75,Denison 1978
Placodermi,Antiarcha,Sinolepis,macrocephala,Famennian,32,Denison 1978
Placodermi,Antiarcha,Bothriolepis,alvensis,Famennian,46,Denison 1978
Placodermi,Antiarcha,Bothriolepis,cristata,Famennian,35,Denison 1978
Placodermi,Antiarcha,Bothriolepis,gigantea,Famennian,97,Denison 1978
Placodermi,Antiarcha,Bothriolepis,groenlandica,Famennian,85,Denison 1978
Placodermi,Antiarcha,Bothriolepis,lohesti,Famennian,19,Denison 1978
Placodermi,Antiarcha,Bothriolepis,paradoxa,Famennian,48,Denison 1978
Placodermi,Antiarcha,Remigolepis,cristata,Famennian,24,Denison 1978
Placodermi,Antiarcha,Remigolepis,acusta,Famennian,48,Denison 1978
Placodermi,Antiarcha,Remigolepis,kochi,Famennian,35,Denison 1978
Placodermi,Phyllolepid,Phyllolepis,tolli,Famennian,50,Denison 1978
Placodermi,Arthrodira,Dinichthys,corrugatus,Famennian,180,Branson 1914
Placodermi,Arthrodira,Turrisaspis,elektor,Famennian,22,Daeschler et al. 2003
Placodermi,Arthrodira,Tiaraspis,subtilis,Famennian,110,Daeschler and Frumes 2003
Placodermi,Antiarcha,Hillalepis,gippslandensis,Famennian,20,Denison 1978
Placodermi,Antiarcha,Livnolepis,zadonica,Famennian,80,Moloshnikov 2008
Placodermi,Antiarcha,Kirgisolepis,karabaltaensis,Famennian,46,Vorobyeva & Panteleyev 2005
Placodermi,Antiarcha,Ningxialepis,spinosa,Famennian,11.5,Jia et al. 2010
Sarcopterygii,Porolepiformes,Youngolepis,sp.,Lochkovian,50,Long 2011
Sarcopterygii,Porolepiformes,Youngolepis,praecursor,Lochkovian-Pragian,30,Wang et al. 2010
Sarcopterygii,Dipnoi,Powichthys,sp.,Lochkovian,50,Long 2011
Sarcopterygii,NA,Psarolepis,romeri,Lochkovian,13,Yu 1998
Sarcopterygii,NA,Achoania,jarviki,Lochkovian,16,Zhu et al. 2001
Sarcopterygii,NA,Styloichthys,changae,Lochkovian,16,Zhu & Yu 2002
Sarcopterygii,NA,Meemania,eos,Lochkovian,10,Zhao & Zhu 2010
Sarcopterygii,Dipnoi,Diabolepis,speratus,Lochkovian,15,Chang & Yu 1984
Sarcopterygii,Dipnoi,Westollrhynchus,lehmani,Pragian-Emsian,69,Schultze 2001
Sarcopterygii,Onychodont,Qingmenodus,yui,Pragian,70,Long 2011
Sarcopterygii,Onychodont,Bukkanodus,jesseni,Pragian,20,Long 2011
Sarcopterygii,Actinista,Euporosteus,yunnanensis,Pragian,12,Zhu et al. 2012
Sarcopterygii,Dipnoi,Uranolophus,wyomingensis,Pragian-Emsian,30,Frickhinger 1991
Sarcopterygii,Dipnoi,Dipnorhynchus,sussmilchi,Emsian,57.8,Bernacsek & Carroll 1981
Sarcopterygii,Dipnoi,Dipnorhynchus,cathlesae,Emsian,140,Campbell et al. 2009
Sarcopterygii,Dipnoi,Speonedydrion,iani,Emsian,55,Chang & Wang 1995
Sarcopterygii,Dipnoi,Cathlorhynchus,trismodipterus,Emsian,28,Campbell et al. 2009
Sarcopterygii,Dipnoi,Erikia,jarviki,Emsian,15,Chang & Wang 1995
Sarcopterygii,Dipnoi,Tarachomylax,oepiki,Emsian,17,Barwick et al. 1997
Sarcopterygii,Osteolepiformes,New Osteolepiform,sp.,Emsian-Eifelian,24,Hunt & Young 2012
Sarcopterygii,Dipnoi,Melanognathus,canadensis,Emsian,36,Schultze 2001
Sarcopterygii,Porolepiformes,Nasogaluakus,chorni,Emsian,51,Schultze 2000
Sarcopterygii,Dipnoi,Sorbitohynchus,deleaslkitus,Emsian,76,Wang et al. 1990
Sarcopterygii,Tetrapodamorpha,Kenichthys,campbelli,Emsian,10,Zhao & Zhu 2010
Sarcopterygii,Porolepiformes,Porolepis,brevis,Eifelian,20,Frickhinger 1991
Sarcopterygii,Dipnoi,Dipterus,valenciennessii,Eifelian-Frasnian,30,Frickhinger 1991
Sarcopterygii,Porolepiformes,Gyroptychius,agassizi,Eifelian-Givetian,30,Frickhinger 1991
Sarcopterygii,Porolepiformes,Glyptolepis,paucidens,Eifelian-Givetian,62,Frickhinger 1991
Sarcopterygii,Porolepiformes,Glyptolepis,leptopterus,Eifelian-Givetian,70,Vorobyeva 2006
Sarcopterygii,Osteolepiformes,Thursius,macrolepidotus,Eifelian,12,Dineley 1999
Sarcopterygii,Osteolepiformes,Thursius,talsiensis,Eifelian,8,Vorobyeva 1977
Sarcopterygii,Osteolepiformes,Thursius,fischeri,Eifelian,9,Vorobyeva 1977
Sarcopterygii,Osteolepiformes,Osteolepis,macrolepidotus,Eifelian-Givetian,18,Frickhinger 1991
Sarcopterygii,Porolepiformes,Holoptychius,sp.,Eifelian,57,Moy-Thomas & Miles 1971
Sarcopterygii,Dipnoi,Dongshanodus,qujingensis,Eifelian-Givetian,18,Wang 1981
Sarcopterygii,Dipnoi,Sinodipterus,beibei,Eifelian,15,Qiao & Zhu 2009
Sarcopterygii,Dipnoi,Pinnalongus,saxoni,Eifelian-Givetian,30,Newman & Den Blaauwen 2007
Sarcopterygii,Dipnoi,Amadeodipterus,kencampbelli,Eifelian-Givetian,23,Clement 2009
Sarcopterygii,Onychodont,Luckeus,abudda,Eifelian-Givetian,38,Young & Schultze 2005
Sarcopterygii,Dipnoi,Dipterus,marginalis,Givetian-Famennian,29,Eastman 1907
Sarcopterygii,Dipnoi,Dipterus,uddeni,Givetian,24,Eastman 1907
Sarcopterygii,Dipnoi,Dipterus,calvini,Givetian,24,Eastman 1907
Sarcopterygii,Onychodont,Onychodus,sigmoides,Givetian,150,Newberry 1889
Sarcopterygii,Osteolepiformes,Thursius,pholidotus,Givetian,19,Frickhinger 1991
Sarcopterygii,Dipnoi,Pentlandia,macroptera,Givetian,12,Frickhinger 1991
Sarcopterygii,Osteolepiformes,Tristichopterus,alatus,Givetian,28,Frickhinger 1991
Sarcopterygii,Rhizodontida,Notorhizodon,mackelevyi,Givetian-Frasnian,300,Young et al. 1992
Sarcopterygii,Porolepiformes,Laccognathus,panderi,Givetian-Frasnian,200,Vorobyeva 2006
Sarcopterygii,Porolepiformes,Laccognathus,grossi,Givetian,70,Vorobyeva 2006
Sarcopterygii,Osteolepiformes,Koharalepis,jarviki,Givetian,100,Young et al. 1992
Sarcopterygii,Osteolepiformes,Vorobjevaia,dolodon,Givetian,55,Young et al. 1992
Sarcopterygii,Dipnoi,Cheirodipterus,onaweyensis,Givetian,73,Schultze 1982
Sarcopterygii,Actinista,Miguashaia,grossi,Givetian-Frasnian,110,Forey et al. 2000
Sarcopterygii,Dipnoi,Iowadipterus,halli,Givetian,57,Young et al. 1992
Sarcopterygii,Osteolepiformes,Mahalepis,resima,Givetian,61,Schultze 1992
Sarcopterygii,Osteolepiformes,Platyethmoidia,antarctica,Givetian,52,Young et al. 1992
Sarcopterygii,Osteolepiformes,Eusthenopteron,kurshi,Givetian,36.6,Zupins 2008
Sarcopterygii,Dipnoi,Grossipterus,crassus,Givetian,91,Vorobyeva & Obruchev 1967
Sarcopterygii,Rhizodontida,Aztecia,mahalae,Givetian,90,Johanson & Ahlberg 2001
Sarcopterygii,Actinista,Dictyonosteus,arcticus,Givetian,200,Stensio 1922
Sarcopterygii,Dipnoi,Rhinodipterus,sp.,Givetian,11,Vorobyeva & Obruchev 1967
Sarcopterygii,Dipnoi,Barwickia,downnunda,Givetian,27,Long 1992
Sarcopterygii,Dipnoi,Harajicadipterus,youngi,Givetian,17,Clement 2009
Sarcopterygii,Osteolepiformes,Owensia,chooi,Givetian,18,Holland 2009
Sarcopterygii,Dipnoi,Soederberghia,sp.,Givetian,27,Schultze 2010
Sarcopterygii,Osteolepiformes,Bruenhopteron,murphyi,Givetian,45,Schultze & Reed 2012
Sarcopterygii,Dipnoi,Dipnotuberculus,gnathodus,Givetian,100,Campbell & Barwick 2008
Sarcopterygii,Porolepiformes,Paraglyptolepis,karkiensis,Givetian,19,Vorobyeva 1987
Sarcopterygii,Dipnoi,Tristichopterid rhipidistian,indet.,Givetian,50,Schultze 2010
Sarcopterygii,Dipnoi,Chirodipterus,wildungensis,Frasnian,36.7,Bernacsek & Carroll 1981
Sarcopterygii,Dipnoi,Holodipterus,gogoensis,Frasnian,41,Frickhinger 1991
Sarcopterygii,Dipnoi,Pillararhynchus,longi,Frasnian,25,Campbell & Barwick 1009
Sarcopterygii,Actinista,Diplocerides,jaekeli,Frasnian,26,Stensio 1922
Sarcopterygii,Osteolepiformes,Eusthenopteron,foordi,Frasnian,60,Frickhinger 1991
Sarcopterygii,Porolepiformes,Holoptychius,jarviki,Frasnian,37.5,Cloutier & Schultze 1996
Sarcopterygii,Porolepiformes,Holoptychius,bergmanni,Frasnian,73,Vorobyeva and Obruchev 1967
Sarcopterygii,Porolepiformes,Holoptychius,nobilissimus,Frasnian-Famennian,73,Downs et al. 2013
Sarcopterygii,Porolepiformes,Holoptychius,sp.,Frasnian,95,Vorobyeva & Obruchev 1967
Sarcopterygii,Onychodont,Onychodus,firouzi,Frasnian,98,Janvier & Martin 1979
Sarcopterygii,Onychodont,Onychodus,jandemmarrai,Frasnian,95,Andrews et al. 2006
Sarcopterygii,Dipnoi,Scaumenacia,curta,Frasnian,64.6,Frickhinger 1991
Sarcopterygii,Dipnoi,Fleurantia,denticulata,Frasnian,42,Cloutier 1996
Sarcopterygii,Porolepiformes,Quebecius,quebecensis,Frasnian,6,Frickhinger 1991
Sarcopterygii,Dipnoi,Spodichthys,buetleri,Frasnian,23,Snitting 2008
Sarcopterygii,Osteolepiformes,Platycephalichthys,bischoffi,Frasnian,400,Vorobyeva & Obruchev 1967
Sarcopterygii,Osteolepiformes,Jarvikina,wenjukowi,Frasnian,95,Vorobyeva 1977
Sarcopterygii,Actinista,Callistiopterus,clappi,Frasnian,7,Frickhinger 1991
Sarcopterygii,Porolepiformes,Laccognathus,embryi,Frasnian,62,Downs et al. 2011
Sarcopterygii,Osteolepiformes,Sengoerichthys,ottomani,Frasnian,24,Janvier et al. 2007
Sarcopterygii,Dipnoi,Rhinodipterus,ulrichi,Frasnian,24,Schultze 1992
Sarcopterygii,Actinista,Holopterygius,nudus,Frasnian,28,Friedman & Coates 2006
Sarcopterygii,Osteolepiformes,Latvius,grewingki,Frasnian,30,Vorobyeva & Obruchev 1967
Sarcopterygii,Dipnoi,Iranorhynchus,seysdemamii,Frasnian,60,Janvier & Martin 1979
Sarcopterygii,Osteolepiformes,Megistolepis,klementzi,Frasnian,200,Vorobyeva & Obruchev 1967
Sarcopterygii,Dipnoi,Griphognathus,whitei,Frasnian,75,Campbell & Barwick 1986
Sarcopterygii,Actinista,Nesides,schmidti,Frasnian,20,Vorobyeva & Obruchev 1967
Sarcopterygii,Dipnoi,Asthenorhynchus,meemanae,Frasnian,60,Long 2010
Sarcopterygii,Dipnoi,Xeradipterus,hatcheri,Frasnian,35,Clement & Long 2010
Sarcopterygii,Dipnoi,Chirodipterus,australis,Frasnian,40.8,Bernacsek & Carroll 1981
Sarcopterygii,Osteolepiformes,Marsdenichthys,longioccipitus,Frasnian,58,Long 1985b
Sarcopterygii,Dipnoi,Robinsondipterus,longi,Frasnian,79,Long 2010
Sarcopterygii,Dipnoi,Howidipterus,donnae,Frasnian,43,Long 1992
Sarcopterygii,Dipnoi,Eoctenodus,microsoma,Frasnian,31,Long 1987
Sarcopterygii,Dipnoi,Soederberghia,simpsoni,Frasnian,21,Ahlberg et al. 2001
Sarcopterygii,Osteolepiformes,Panderichthys,rhombolepis,Frasnian,200,Vorobyeva & Obruchev 1967
Sarcopterygii,Actinista,Chagrinia,sp.,Famennian,10,Frickhinger 1991
Sarcopterygii,Osteolepiformes,Cryptolepis,grossi,Famennian,100,Lebedev 1995
Sarcopterygii,Osteolepiformes,Glyptopomus,kinnairdi,Famennian,27,Vorobyeva & Obruchev 1967
Sarcopterygii,Osteolepiformes,Glyptopomus,minor,Famennian,60,Vorobyeva & Obruchev 1967
Sarcopterygii,Porolepiformes,Holoptychius,hallii,Famennian,90,Downs et al. 2013
Sarcopterygii,Porolepiformes,Holoptychius,radiatus,Famennian,60,Vorobyeva & Obruchev 1967
Sarcopterygii,Osteolepiformes,Sterropterygion,markovskyi,Famennian,20,Vorobyeva 1977
Sarcopterygii,Dipnoi,Jarvikia,arctica,Famennian,100,Krupina 1999
Sarcopterygii,Dipnoi,Jarvikia,lebedevi,Famennian,72,Krupina 1999
Sarcopterygii,Rhizodontida,Sauripterus,anglicus,Famennian,160,Davis et al. 2004
Sarcopterygii,Dipnoi,Soederberghia,groenlandica,Famennian,180,Schultze 1992
Sarcopterygii,Osteolepiformes,Eusthenodon,waengsjoei,Famennian,43,Schultze & Chorn 1998
Sarcopterygii,Osteolepiformes,Hyneria,lindae,Famennian,250,Thomson 1968
Sarcopterygii,Dipnoi,Orlovichthys,limnatus,Famennian,28,Krupina et al. 2001
Sarcopterygii,Dipnoi,Apatorhynchus,opistheretmus,Famennian,80,Friedman & Daeschler 2007
Sarcopterygii,Osteolepiformes,Canowindra,grossi,Famennian,52,Frickhinger 1991
Sarcopterygii,Osteolepiformes,Mandageria,fairfaxi,Famennian,160,Johanson et al. 2003
Sarcopterygii,Osteolepiformes,Cabonnichthys,bursi,Famennian,74,Ahlberg & Johanson 1997
Sarcopterygii,Rhizodontida,Gooloogongia,loomesi,Famennian,89,Johanson & Ahlberg 1998
Sarcopterygii,Dipnoi,Phaneropleuron,andersoni,Famennian,33,Frickhinger 1991
Sarcopterygii,Dipnoi,Rhynchodipterus,elginensis,Famennian,50,Ahlberg et al. 2001
Sarcopterygii,Osteolepiformes,Sterropterygion,brandei,Famennian,38,Thomson 1972
Sarcopterygii,Osteolepiformes,Heddleichthys,dalgliensis,Famennian,50,Snitting 2009
Sarcopterygii,Osteolepiformes,Langlieria,socqueti,Famennian,79,Clement et al. 2009
Sarcopterygii,Dipnoi,Sunwapta,grandiceps,Famennian,100,Thomson 1967
Sarcopterygii,Osteolepiformes,Uzunbulaklepis,obruchevi,Famennian,100,Vorobyeva & Panteleyev 2005
Sarcopterygii,Osteolepiformes,Gyroptychius,pauli,Famennian,20,Vorobyeva 1977
Sarcopterygii,Osteolepiformes,Edenopteron,kiethcrooki,Famennian,250,Young et al. 2013
Sarcopterygii,Osteolepiformes,Osteolepidid,indet.,Famennian,18.8,Schultze & Chorn 1998
Sarcopterygii,Osteolepiformes,Thursius,estonicus,Famennian,29,Vorobyeva 1977
Sarcopterygii,NA,Viluichthys,fradkini,Famennian,59,Vorobyeva 1977
Sarcopterygii,Osteolepiformes,Lamprotolepis,verrucosa,Famennian,45,Vorobyeva 1977
Sarcopterygii,Rhizodontida,Barameda,decipiens,Tournaisian,200,Garvey et al. 2005
Sarcopterygii,Dipnoi,Delatitia,breviceps,Tournaisian,80,Long & Campbell 1985
Sarcopterygii,Rhizodontida,Strepsodus?,anculonamensis,Tournaisian,35,Johanson & Ahlberg 1998
Sarcopterygii,Actinista,Rhabdoderma,sp.,Tournaisian,22,Dineley 1996
Sarcopterygii,Rhizodontida,Letognathus,hardingi,Tournaisian,92,Brazeau 2005
Sarcopterygii,Rhizodontida,Pycnoctenion,jacuticus,Tournaisian,62,Vorobyeva 1977
Sarcopterygii,Actinista,Coelacanthus,welleri,Tournaisian-Visean,19,Eastman 1908
Sarcopterygii,Osteolepiformes,Megalichthys,laticeps,Visean,27,Traquair 1884
Sarcopterygii,Rhizodontida,Strepsodus,sauroides,Visean-Serpukhovian,190,Johanson et al. 2000
Sarcopterygii,Rhizodontida,Rhizodus,hibberti,Visean-Serpukhovian,700,Vorobyeva & Obruchev 1967
Sarcopterygii,Actinista,Rhabdoderma,elegans,Visean-Serpukhovian,18,Forey 1981
Sarcopterygii,Actinista,Rhabdoderma,ardrossense,Visean,11.7,Forey 1981
Sarcopterygii,Actinista,Rhabdoderma,huxleyi,Visean-Serpukhovian,16,Forey 1981
Sarcopterygii,Actinista,Rhabdoderma,tingleyense,Visean,45,Forey 1981
Sarcopterygii,Actinista,Coelacanthopsis,curta,Visean,9,Frickhinger 1991
Sarcopterygii,Osteolepiformes,Cladarosymblea,narrienense,Visean,22,Fox et al. 1995
Sarcopterygii,Rhizodontida,Floydus,punicellus,Visean,97,Snyder 2006
Sarcopterygii,Rhizodontida,Screbinodus,ornatus,Visean-Serpukhovian,150,Jeffery 2012
Sarcopterygii,Dipnoi,Uronemus,splendens,Visean-Serpukhovian,70,Smith et al. 1987
Sarcopterygii,Dipnoi,Straitonia,watersoni,Visean-Serpukhovian,50,Sharp & Clack 2011
Sarcopterygii,Actinista,Allenypterus,montanus,Serpukhovian,15,Lund & Grogan 2005
Sarcopterygii,Actinista,Caridosuctor,populosum,Serpukhovian,25,Lund & Grogan 2005
Sarcopterygii,Actinista,Hadronector,donbairdi,Serpukhovian,12,Lund & Grogan 2005
Sarcopterygii,Actinista,Lochmocerceus,aciculodontus,Serpukhovian,10,Lund & Lund 1984
Sarcopterygii,Actinista,Polyosterohynchus,beargulchensis,Serpukhovian,15,Lund & Grogan 2005
Sarcopterygii,Rhizodontida,Rhizodopsis,sauroides,Serpukhovian,30,Moy-Thomas 1971
Sarcopterygii,Rhizodontida,Archichthys,sulcidens,Serpukhovian,91,Jeffery 2006
Sarcopterygii,Rhizodontida,Unnamed,sp.,Serpukhovian,400,Garcia et al. 2006
Tetrapoda,NA,Panderichthys,rhombolepis,Givetian-Frasnian,100,Ahlberg & Clack 1996
Tetrapoda,NA,Tiktaalik,roseae,Givetian-Frasnian,100,Daeshler et al. 2006
Tetrapoda,NA,Parapanderichthys,stolbovi,Frasnian,150,Vorobyeva 1977
Tetrapoda,NA,Elginerpeton,pancheni,Frasnian,230,Ahlberg 1995
Tetrapoda,NA,Acanthostega,gunnari,Famennian,70,Clack 2002
Tetrapoda,NA,Ichthyostega,stensoei,Famennian,130,Blom 2005
Tetrapoda,NA,Ichthyostega,watsoni,Famennian,56,Blom 2005
Tetrapoda,NA,Ichthyostega,eigili,Famennian,92,Blom 2005
Tetrapoda,NA,Metaxygnathus,denticulus,Famennian,70,Campbell & Bell 1977
Tetrapoda,NA,Densignathus,rowei,Famennian,100,Ahlberg et al. 2005
Tetrapoda,NA,Ventastega,curonica,Famennian,110,Ahlberg & Clack 2008
Tetrapoda,NA,Ymeria,denticulata,Famennian,70,Clack et al. 2012
Tetrapoda,NA,Tulerpeton,curtum,Famennian,90,Lebedev & Coates 1995
Tetrapoda,NA,Pederpes,finneyae,Tournaisian,65,Clack & Finney 2005
Tetrapoda,NA,Occidens,portlocki,Tournaisian,100,Clack & Ahlberg 2004
Tetrapoda,NA,Crassigyrinus,sp.,Tournaisian,120,Smithson et al.  2012
Tetrapoda,NA,Small tetrapod,indet.,Tournaisian,40,Smithson et al.  2012
Tetrapoda,NA,Ribbo,sp.,Tournaisian,85,Smithson et al.  2012
Tetrapoda,NA,Lethiscus,stocki,Visean,15,Wellstead 1982
Tetrapoda,NA,Casineria,kiddi,Visean,10,Paton et al. 1999
Tetrapoda,NA,Ossinodus,pueri,Visean,150,Warren 2007
Tetrapoda,NA,Palaeomolgophis,scoticus,Visean,15,Brough & Brough 1967
Tetrapoda,NA,Whatcheeria,deltae,Visean,100,Lombard & Bolt 1995
Tetrapoda,NA,Crassigyrinus,scoticus,Visean-Serpukhovian,180,Panchen 1985
Tetrapoda,NA,Adelogyrinus,simnorhynchus,Visean,23,Brough & Brough 1967
Tetrapoda,NA,Greererpeton,burkemorani,Visean-Serpukhovian,140,Godfrey 1989
Tetrapoda,NA,Balanerpeton,woodi,Visean,50,Clack 2002
Tetrapoda,NA,Eldeceeon,rolfei,Visean,35,Clack 2002
Tetrapoda,NA,Silvanerpeton,miripedes,Visean,40,Clack 2002
Tetrapoda,NA,Westlothiana,lizzae,Visean,20,Clack 2002
Tetrapoda,NA,Loxomma,sp.,Visean-Serpukhovian,27,Clack 2002
Tetrapoda,NA,Acherontiscus,caledoniae,Visean-Serpukhovian,16,Carroll 1969
Tetrapoda,NA,Antlerpeton,clarkii,Visean,21,Thomson et al. 1998
Tetrapoda,NA,Eucritta,melanolimnetes,Visean,47,Clack 1998
Tetrapoda,NA,Ophiderepeton,nanum,Visean,13,Boyd 1982
Tetrapoda,NA,Dolichopareias,disjectus,Visean,26,Brough & Brough 1967
Tetrapoda,NA,Deltaherpeton,hiemstrae,Visean-Serpukhovian,82,Bolt & Lombard 2010
Tetrapoda,NA,Eoherpeton,watsoni,Visean-Serpukhovian,87,Smithson 1985
Tetrapoda,NA,Doragnathus,woodi,Visean-Serpukhovian,70,Smithson 1980
Tetrapoda,NA,Caerorhachis,bairdi,Serpukhovian,30,Holmes & Carroll 1977
Tetrapoda,NA,Colosteid,indet.,Serpukhovian,60,Garcia et al. 2006
Tetrapoda,NA,Adelospondylus,watsoni,Serpukhovian,20,Carroll 1967
Tetrapoda,NA,Utaherpeton,franklini,Serpukhovian,5,Carroll et al. 1991
Tetrapoda,NA,Proterogyrinus,sp.,Serpukhovian,250,Clack 2002
Tetrapoda,NA,Adelogyrinus,sp.,Serpukhovian,50,Clack 2002
Tetrapoda,NA,Spathicephalus,mirus,Serpukhovian,100,Garcia et al. 2006